plane_name,nation,rank,battle_rating,max_speed,turn_time,climb_rate,wing_rip_speed,combat_flap_rip_speed,image_url
▄Hellcat Mk II,Britain,III,3.3,610,21.8,13.6,803,487,https://wiki.warthunder.com/images/thumb/7/73/GarageImage_Hellcat_Mk_II_%28Great_Britain%29.jpg/800px-GarageImage_Hellcat_Mk_II_%28Great_Britain%29.jpg
Hornet Mk.I,Britain,IV,6.0,756,25.0,25.2,826,370,https://wiki.warthunder.com/images/thumb/9/9b/GarageImage_Hornet_Mk.I.jpg/800px-GarageImage_Hornet_Mk.I.jpg
Hornet Mk.III,Britain,IV,6.0,787,24.0,30.3,826,370,https://wiki.warthunder.com/images/thumb/4/48/GarageImage_Hornet_Mk.III.jpg/800px-GarageImage_Hornet_Mk.III.jpg
▄Hudson Mk V,Britain,II,2.0,418,26.0,9.5,564,328,https://wiki.warthunder.com/images/thumb/b/b2/GarageImage_Hudson_Mk_V_%28Great_Britain%29.jpg/800px-GarageImage_Hudson_Mk_V_%28Great_Britain%29.jpg
Hunter F.1,Britain,VI,9.0,"1,108",31.0,55.0,"1,193",603,https://wiki.warthunder.com/images/thumb/4/4e/GarageImage_Hunter_F.1.jpg/800px-GarageImage_Hunter_F.1.jpg
Hunter F.6,Britain,VI,9.7,"1,148",25.0,70.0,"1,193",603,https://wiki.warthunder.com/images/thumb/c/c5/GarageImage_Hunter_F.6.jpg/800px-GarageImage_Hunter_F.6.jpg
Hunter FGA.9,Britain,VI,9.3,"1,148",25.0,70.0,"1,225",603,https://wiki.warthunder.com/images/thumb/a/a3/GarageImage_Hunter_FGA.9.jpg/800px-GarageImage_Hunter_FGA.9.jpg
Hurricane Mk I/L,Britain,II,2.3,525,15.0,10.9,660,268,https://wiki.warthunder.com/images/thumb/2/25/GarageImage_Hurricane_Mk_I_L.jpg/800px-GarageImage_Hurricane_Mk_I_L.jpg
Hurricane Mk IIB/Trop,Britain,II,2.3,510,17.0,11.1,660,268,https://wiki.warthunder.com/images/thumb/7/73/GarageImage_Hurricane_Mk_IIB_Trop.jpg/800px-GarageImage_Hurricane_Mk_IIB_Trop.jpg
Hurricane Mk IV,Britain,II,2.0,511,15.0,11.1,660,268,https://wiki.warthunder.com/images/thumb/8/8f/GarageImage_Hurricane_Mk_IV.jpg/800px-GarageImage_Hurricane_Mk_IV.jpg
Hurricane Mk.I/L FAA M,Britain,II,2.3,525,15.0,10.9,660,268,https://wiki.warthunder.com/images/thumb/7/7e/GarageImage_Hurricane_Mk.I-L_FAA_M.jpg/800px-GarageImage_Hurricane_Mk.I-L_FAA_M.jpg
Jaguar GR.1,Britain,VI,9.7,"1,490",30.0,90.0,"1,273",926,https://wiki.warthunder.com/images/thumb/c/cf/GarageImage_Jaguar_GR.1.jpg/800px-GarageImage_Jaguar_GR.1.jpg
Jaguar GR.1A,Britain,VII,10.3,"1,591",30.0,95.0,"1,273","1,273",https://wiki.warthunder.com/images/thumb/e/e8/GarageImage_Jaguar_GR.1A.jpg/800px-GarageImage_Jaguar_GR.1A.jpg
Javelin F.(A.W.) Mk.9,Britain,VI,8.3,991,24.0,55.0,1035,521,https://wiki.warthunder.com/images/thumb/8/8d/GarageImage_Javelin_F.%28A.W.%29_Mk.9.jpg/800px-GarageImage_Javelin_F.%28A.W.%29_Mk.9.jpg
Lancaster B Mk I,Britain,IV,5.3,451,42.0,8.6,608,415,https://wiki.warthunder.com/images/thumb/2/2d/GarageImage_Lancaster_B_Mk_I.jpg/800px-GarageImage_Lancaster_B_Mk_I.jpg
Lancaster B Mk III,Britain,IV,5.3,462,48.0,8.6,608,415,https://wiki.warthunder.com/images/thumb/d/d6/GarageImage_Lancaster_B_Mk_III.jpg/800px-GarageImage_Lancaster_B_Mk_III.jpg
Lightning F.53,Britain,VI,9.3,"2,290",26.0,150.0,1361,N/A,https://wiki.warthunder.com/images/thumb/5/5d/GarageImage_Lightning_F.53.jpg/800px-GarageImage_Lightning_F.53.jpg
Lightning F.6,Britain,VI,9.3,"2,290",26.0,150.0,1361,N/A,https://wiki.warthunder.com/images/thumb/3/36/GarageImage_Lightning_F.6.jpg/800px-GarageImage_Lightning_F.6.jpg
Lincoln B Mk II,Britain,IV,6.0,513,35.0,5.0,612.5,406,https://wiki.warthunder.com/images/thumb/0/09/GarageImage_Lincoln_B_Mk_II.jpg/800px-GarageImage_Lincoln_B_Mk_II.jpg
▄Martlet Mk IV,Britain,II,2.7,513,20.0,12.2,826,420,https://wiki.warthunder.com/images/thumb/7/70/GarageImage_Martlet_Mk_IV_%28Great_Britain%29.jpg/800px-GarageImage_Martlet_Mk_IV_%28Great_Britain%29.jpg
MB.5,Britain,IV,5.0,740,26.8,20.0,890,N/A,https://wiki.warthunder.com/images/thumb/e/e8/GarageImage_MB.5.jpg/800px-GarageImage_MB.5.jpg
Meteor F Mk 3,Britain,V,7.3,755,20.0,22.5,850,495,https://wiki.warthunder.com/images/thumb/f/fd/GarageImage_Meteor_F_Mk_3.jpg/800px-GarageImage_Meteor_F_Mk_3.jpg
Meteor F Mk 4 G.41F,Britain,V,7.7,945,20.0,37.0,999,495,https://wiki.warthunder.com/images/thumb/9/9c/GarageImage_Meteor_F_Mk_4_G.41F.jpg/800px-GarageImage_Meteor_F_Mk_4_G.41F.jpg
Meteor F Mk 4 G.41G,Britain,V,8.0,950,22.0,37.0,999,495,https://wiki.warthunder.com/images/thumb/8/8e/GarageImage_Meteor_F_Mk_4_G.41G.jpg/800px-GarageImage_Meteor_F_Mk_4_G.41G.jpg
Meteor F Mk 8 G.41K,Britain,V,8.0,962,23.0,40.2,999,495,https://wiki.warthunder.com/images/thumb/7/7c/GarageImage_Meteor_F_Mk_8_G.41K.jpg/800px-GarageImage_Meteor_F_Mk_8_G.41K.jpg
Meteor F Mk.8 Reaper,Britain,V,8.0,962,23.0,40.2,999,495,https://wiki.warthunder.com/images/thumb/7/71/GarageImage_Meteor_F_Mk.8_Reaper.jpg/800px-GarageImage_Meteor_F_Mk.8_Reaper.jpg
Mosquito FB Mk VI,Britain,III,3.7,618,28.0,8.5,720,390,https://wiki.warthunder.com/images/thumb/b/b0/GarageImage_Mosquito_FB_Mk_VI.jpg/800px-GarageImage_Mosquito_FB_Mk_VI.jpg
Mosquito FB Mk XVIII,Britain,III,3.0,595,30.0,7.6,720,390,https://wiki.warthunder.com/images/thumb/9/94/GarageImage_Mosquito_FB_Mk_XVIII.jpg/800px-GarageImage_Mosquito_FB_Mk_XVIII.jpg
▄Mustang Mk IA,Britain,III,3.3,631,20.0,13.1,855,650,https://wiki.warthunder.com/images/thumb/c/cb/GarageImage_Mustang_Mk_IA_%28Great_Britain%29.jpg/800px-GarageImage_Mustang_Mk_IA_%28Great_Britain%29.jpg
Nimrod Mk I,Britain,I,1.0,394,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/6/62/GarageImage_Nimrod_Mk_I.jpg/800px-GarageImage_Nimrod_Mk_I.jpg
Nimrod Mk II,Britain,I,1.0,394,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/0/07/GarageImage_Nimrod_Mk_II.jpg/800px-GarageImage_Nimrod_Mk_II.jpg
Osprey Mk IV,Britain,I,1.0,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/a/ab/GarageImage_Osprey_Mk_IV.jpg/800px-GarageImage_Osprey_Mk_IV.jpg
Phantom FG.1,Britain,VII,11.3,"2,268",26.0,210.0,1458,N/A,https://wiki.warthunder.com/images/thumb/8/8b/GarageImage_Phantom_FG.1.jpg/800px-GarageImage_Phantom_FG.1.jpg
Phantom FGR.2,Britain,VII,11.3,"2,268",26.0,210.0,1458,N/A,https://wiki.warthunder.com/images/thumb/9/90/GarageImage_Phantom_FGR.2.jpg/800px-GarageImage_Phantom_FGR.2.jpg
Plagis' Spitfire LF Mk IXc,Britain,IV,5.7,690,14.8,31.8,774,N/A,https://wiki.warthunder.com/images/thumb/a/a8/GarageImage_Plagis%27_Spitfire_LF_Mk_IXc.jpg/800px-GarageImage_Plagis%27_Spitfire_LF_Mk_IXc.jpg
Scimitar F Mk.1,Britain,VI,8.7,"1,163",30.0,102.0,1322,603,https://wiki.warthunder.com/images/thumb/f/f8/GarageImage_Scimitar_F_Mk.1.jpg/800px-GarageImage_Scimitar_F_Mk.1.jpg
Sea Fury FB 11,Britain,IV,5.7,724,21.0,22.0,826,413,https://wiki.warthunder.com/images/thumb/1/1a/GarageImage_Sea_Fury_FB_11.jpg/800px-GarageImage_Sea_Fury_FB_11.jpg
Sea Gladiator Mk I,Britain,I,1.0,414,16.0,15.7,560,N/A,https://wiki.warthunder.com/images/thumb/4/42/GarageImage_Sea_Gladiator_Mk_I.jpg/800px-GarageImage_Sea_Gladiator_Mk_I.jpg
Sea Harrier FRS.1,Britain,VII,10.7,"1,159",32.0,87.0,1191,N/A,https://wiki.warthunder.com/images/thumb/f/f9/GarageImage_Sea_Harrier_FRS.1.jpg/800px-GarageImage_Sea_Harrier_FRS.1.jpg
Sea Harrier FRS.1 (e),Britain,VII,10.3,___,__._,__._,1191,___,https://wiki.warthunder.com/images/thumb/a/ac/GarageImage_Sea_Harrier_FRS.1_%28e%29.jpg/800px-GarageImage_Sea_Harrier_FRS.1_%28e%29.jpg
Sea Hawk FGA.6,Britain,V,8.0,933,26.0,32.0,1012,N/A,https://wiki.warthunder.com/images/thumb/5/59/GarageImage_Sea_Hawk_FGA.6.jpg/800px-GarageImage_Sea_Hawk_FGA.6.jpg
Sea Hurricane Mk IB,Britain,II,2.0,519,16.0,8.6,660,268,https://wiki.warthunder.com/images/thumb/e/ec/GarageImage_Sea_Hurricane_Mk_IB.jpg/800px-GarageImage_Sea_Hurricane_Mk_IB.jpg
Sea Hurricane Mk IC,Britain,II,3.0,509,17.0,8.0,660,268,https://wiki.warthunder.com/images/thumb/0/0d/GarageImage_Sea_Hurricane_Mk_IC.jpg/800px-GarageImage_Sea_Hurricane_Mk_IC.jpg
Sea Meteor F Mk 3,Britain,V,7.3,927,20.0,36.0,850,495,https://wiki.warthunder.com/images/thumb/3/35/GarageImage_Sea_Meteor_F_Mk_3.jpg/800px-GarageImage_Sea_Meteor_F_Mk_3.jpg
Sea Venom FAW 20,Britain,V,7.7,985,25.0,28.0,"1,045",425,https://wiki.warthunder.com/images/thumb/0/04/GarageImage_Sea_Venom_FAW_20.jpg/800px-GarageImage_Sea_Venom_FAW_20.jpg
Sea Vixen F.A.W. Mk.2,Britain,V,8.7,"1,109",24.0,55.0,"1,195",N/A,https://wiki.warthunder.com/images/thumb/6/6b/GarageImage_Sea_Vixen_F.A.W._Mk.2.jpg/800px-GarageImage_Sea_Vixen_F.A.W._Mk.2.jpg
Seafire F Mk XVII,Britain,IV,5.3,635,17.0,24.2,787.5,N/A,https://wiki.warthunder.com/images/thumb/6/6b/GarageImage_Seafire_F_Mk_XVII.jpg/800px-GarageImage_Seafire_F_Mk_XVII.jpg
Seafire FR 47,Britain,IV,5.7,755,20.1,25.6,890,N/A,https://wiki.warthunder.com/images/thumb/7/76/GarageImage_Seafire_FR_47.jpg/800px-GarageImage_Seafire_FR_47.jpg
Seafire LF Mk.III,Britain,III,5.0,592,16.2,19.5,760,N/A,https://wiki.warthunder.com/images/thumb/6/67/GarageImage_Seafire_LF_Mk.III.jpg/800px-GarageImage_Seafire_LF_Mk.III.jpg
Shackleton MR.Mk.2,Britain,IV,6.0,515,30.0,10.5,583,425,https://wiki.warthunder.com/images/thumb/2/28/GarageImage_Shackleton_MR.Mk.2.jpg/800px-GarageImage_Shackleton_MR.Mk.2.jpg
Spitfire F Mk 22,Britain,IV,6.7,740,18.2,23.7,875,N/A,https://wiki.warthunder.com/images/thumb/e/e1/GarageImage_Spitfire_F_Mk_22.jpg/800px-GarageImage_Spitfire_F_Mk_22.jpg
Spitfire F Mk 24,Britain,IV,7.0,778,17.6,28.3,875,N/A,https://wiki.warthunder.com/images/thumb/e/e2/GarageImage_Spitfire_F_Mk_24.jpg/800px-GarageImage_Spitfire_F_Mk_24.jpg
Spitfire F Mk IX,Britain,III,4.3,650,17.2,19.5,774,N/A,https://wiki.warthunder.com/images/thumb/3/34/GarageImage_Spitfire_F_Mk_IX.jpg/800px-GarageImage_Spitfire_F_Mk_IX.jpg
Spitfire F Mk IXc,Britain,III,4.7,642,17.2,18.9,774,N/A,https://wiki.warthunder.com/images/thumb/f/f0/GarageImage_Spitfire_F_Mk_IXc.jpg/800px-GarageImage_Spitfire_F_Mk_IXc.jpg
Spitfire F Mk XIVc,Britain,IV,5.7,726,17.3,24.3,794,N/A,https://wiki.warthunder.com/images/thumb/b/ba/GarageImage_Spitfire_F_Mk_XIVc.jpg/800px-GarageImage_Spitfire_F_Mk_XIVc.jpg
Spitfire F Mk XIVe,Britain,IV,5.7,723,17.4,24.5,794,N/A,https://wiki.warthunder.com/images/thumb/f/f5/GarageImage_Spitfire_F_Mk_XIVe.jpg/800px-GarageImage_Spitfire_F_Mk_XIVe.jpg
Spitfire F Mk XVI,Britain,III,5.0,651,19.8,22.3,774,N/A,https://wiki.warthunder.com/images/thumb/e/e7/GarageImage_Spitfire_F_Mk_XVI.jpg/800px-GarageImage_Spitfire_F_Mk_XVI.jpg
Spitfire F Mk XVIIIe,Britain,IV,5.7,718,18.1,23.3,798,N/A,https://wiki.warthunder.com/images/thumb/8/8a/GarageImage_Spitfire_F_Mk_XVIIIe.jpg/800px-GarageImage_Spitfire_F_Mk_XVIIIe.jpg
Prendergast's Spitfire FR Mk XIVe,Britain,IV,5.7,730,20.1,23.7,794,N/A,https://wiki.warthunder.com/images/thumb/4/40/GarageImage_Spitfire_FR_Mk_XIVe.jpg/800px-GarageImage_Spitfire_FR_Mk_XIVe.jpg
Spitfire LF Mk IX,Britain,IV,5.7,690,14.8,31.8,774,N/A,https://wiki.warthunder.com/images/thumb/e/e0/GarageImage_Spitfire_LF_Mk_IX.jpg/800px-GarageImage_Spitfire_LF_Mk_IX.jpg
Spitfire Mk Ia,Britain,II,3.0,584,15.0,19.5,760,N/A,https://wiki.warthunder.com/images/thumb/c/cc/GarageImage_Spitfire_Mk_Ia.jpg/800px-GarageImage_Spitfire_Mk_Ia.jpg
Spitfire Mk IIa,Britain,II,3.0,571,15.1,19.4,760,N/A,https://wiki.warthunder.com/images/thumb/7/7e/GarageImage_Spitfire_Mk_IIa.jpg/800px-GarageImage_Spitfire_Mk_IIa.jpg
Spitfire Mk IIb,Britain,II,3.7,571,15.1,19.4,760,N/A,https://wiki.warthunder.com/images/thumb/3/31/GarageImage_Spitfire_Mk_IIb.jpg/800px-GarageImage_Spitfire_Mk_IIb.jpg
Spitfire Mk Vb,Britain,II,4.0,589,16.5,18.0,760,N/A,https://wiki.warthunder.com/images/thumb/a/aa/GarageImage_Spitfire_Mk_Vb.jpg/800px-GarageImage_Spitfire_Mk_Vb.jpg
Spitfire Mk Vb/trop,Britain,II,3.7,573,16.5,17.8,760,N/A,https://wiki.warthunder.com/images/thumb/a/a7/GarageImage_Spitfire_Mk_Vb_trop.jpg/800px-GarageImage_Spitfire_Mk_Vb_trop.jpg
Spitfire Mk Vc,Britain,III,5.0,602,16.2,19.7,760,N/A,https://wiki.warthunder.com/images/thumb/a/a8/GarageImage_Spitfire_Mk_Vc.jpg/800px-GarageImage_Spitfire_Mk_Vc.jpg
Spitfire Mk Vc/trop,Britain,III,4.7,592,16.2,19.5,760,N/A,https://wiki.warthunder.com/images/thumb/e/eb/GarageImage_Spitfire_Mk_Vc_trop.jpg/800px-GarageImage_Spitfire_Mk_Vc_trop.jpg
Spitfire Mk.IIa Venture I,Britain,II,3.0,571,15.1,19.4,760,N/A,https://wiki.warthunder.com/images/thumb/8/85/GarageImage_Spitfire_Mk.IIa_Venture_I.jpg/800px-GarageImage_Spitfire_Mk.IIa_Venture_I.jpg
Stirling B Mk I,Britain,III,4.0,396,50.0,7.9,498,338,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_Stirling_B_Mk_I.jpg/800px-GarageImage_Stirling_B_Mk_I.jpg
Stirling B Mk III,Britain,III,4.7,410,47.0,8.0,498,338,https://wiki.warthunder.com/images/thumb/e/e1/GarageImage_Stirling_B_Mk_III.jpg/800px-GarageImage_Stirling_B_Mk_III.jpg
Strikemaster Mk.88,Britain,IV,6.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/f/f9/GarageImage_Strikemaster_Mk.88.jpg/800px-GarageImage_Strikemaster_Mk.88.jpg
Sunderland Mk IIIa,Britain,II,1.7,394,35.0,6.5,414,395,https://wiki.warthunder.com/images/thumb/8/86/GarageImage_Sunderland_Mk_IIIa.jpg/800px-GarageImage_Sunderland_Mk_IIIa.jpg
Sunderland Mk V,Britain,II,2.0,401,35.0,7.8,414,395,https://wiki.warthunder.com/images/thumb/b/b6/GarageImage_Sunderland_Mk_V.jpg/800px-GarageImage_Sunderland_Mk_V.jpg
Swift F.1,Britain,V,8.3,985,25.0,28.0,"1,186",-,https://wiki.warthunder.com/images/thumb/6/64/GarageImage_Swift_F.1.jpg/800px-GarageImage_Swift_F.1.jpg
Swift F.7,Britain,V,8.7,985,25.0,28.0,"1,167",N/A,https://wiki.warthunder.com/images/thumb/7/7e/GarageImage_Swift_F.7.jpg/800px-GarageImage_Swift_F.7.jpg
Swordfish Mk I,Britain,I,1.0,226,13.0,9.2,390,N/A,https://wiki.warthunder.com/images/thumb/1/10/GarageImage_Swordfish_Mk_I.jpg/800px-GarageImage_Swordfish_Mk_I.jpg
Swordfish Mk II,Britain,I,1.0,265,15.0,3.9,390,N/A,https://wiki.warthunder.com/images/thumb/b/bc/GarageImage_Swordfish_Mk_II.jpg/800px-GarageImage_Swordfish_Mk_II.jpg
Tempest Mk II,Britain,IV,6.0,723,21.0,23.9,879,412,https://wiki.warthunder.com/images/thumb/d/df/GarageImage_Tempest_Mk_II.jpg/800px-GarageImage_Tempest_Mk_II.jpg
Tempest Mk V,Britain,IV,5.7,703,20.1,20.4,880,412,https://wiki.warthunder.com/images/thumb/0/06/GarageImage_Tempest_Mk_V.jpg/800px-GarageImage_Tempest_Mk_V.jpg
Tempest Mk V (Vickers P),Britain,II,3.7,671,22.0,20.4,880,412,https://wiki.warthunder.com/images/thumb/1/16/GarageImage_Tempest_Mk_V_%28Vickers_P%29.jpg/800px-GarageImage_Tempest_Mk_V_%28Vickers_P%29.jpg
▄Thunderbolt Mk.1,Britain,III,3.7,676,25.0,11.5,885,498,https://wiki.warthunder.com/images/thumb/0/06/GarageImage_Thunderbolt_Mk.1_%28Great_Britain%29.jpg/800px-GarageImage_Thunderbolt_Mk.1_%28Great_Britain%29.jpg
Tornado F.3,Britain,VIII,11.3,"2,308",28.0,191.0,"1,555",-,https://wiki.warthunder.com/images/thumb/6/65/GarageImage_Tornado_F.3.jpg/800px-GarageImage_Tornado_F.3.jpg
Tornado GR.1,Britain,VIII,11.3,"2,005",31.0,177.0,"1,555",~3,https://wiki.warthunder.com/images/thumb/c/cd/GarageImage_Tornado_GR.1.jpg/800px-GarageImage_Tornado_GR.1.jpg
Tuck's Gladiator Mk II,Britain,I,1.0,414,16.0,15.7,560,N/A,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_Tuck%27s_Gladiator_Mk_II.jpg/800px-GarageImage_Tuck%27s_Gladiator_Mk_II.jpg
Typhoon Mk Ia,Britain,II,3.0,634,21.0,17.1,845,401,https://wiki.warthunder.com/images/thumb/c/c5/GarageImage_Typhoon_Mk_Ia.jpg/800px-GarageImage_Typhoon_Mk_Ia.jpg
Typhoon Mk Ib,Britain,III,4.3,644,20.6,17.3,845,401,https://wiki.warthunder.com/images/thumb/5/51/GarageImage_Typhoon_Mk_Ib.jpg/800px-GarageImage_Typhoon_Mk_Ib.jpg
Typhoon Mk Ib/L,Britain,III,4.3,671,19.5,19.5,845,401,https://wiki.warthunder.com/images/thumb/7/7c/GarageImage_Typhoon_Mk_Ib_L.jpg/800px-GarageImage_Typhoon_Mk_Ib_L.jpg
V-156-B1,Britain,I,1.0,360,22.0,6.2,740,-,https://wiki.warthunder.com/images/thumb/6/66/GarageImage_V-156-B1.jpg/800px-GarageImage_V-156-B1.jpg
Vampire FB 5,Britain,V,8.0,855,24.0,20.0,888,496,https://wiki.warthunder.com/images/thumb/2/24/GarageImage_Vampire_FB_5.jpg/800px-GarageImage_Vampire_FB_5.jpg
Venom FB.4,Britain,V,8.7,"1,027",22.0,34.2,"1,045",498,https://wiki.warthunder.com/images/thumb/0/06/GarageImage_Venom_FB.4.jpg/800px-GarageImage_Venom_FB.4.jpg
Walrus Mk.I,Britain,I,1.0,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/6/6f/GarageImage_Walrus_Mk.I.jpg/800px-GarageImage_Walrus_Mk.I.jpg
Wellington Mk Ic,Britain,II,2.3,378,35.0,5.3,530,315,https://wiki.warthunder.com/images/thumb/a/ae/GarageImage_Wellington_Mk_Ic.jpg/800px-GarageImage_Wellington_Mk_Ic.jpg
Wellington Mk Ic/L,Britain,II,2.7,378,35.0,5.3,530,315,https://wiki.warthunder.com/images/thumb/e/e7/GarageImage_Wellington_Mk_Ic_L.jpg/800px-GarageImage_Wellington_Mk_Ic_L.jpg
Wellington Mk III,Britain,II,3.0,418,30.0,5.3,530,315,https://wiki.warthunder.com/images/thumb/0/09/GarageImage_Wellington_Mk_III.jpg/800px-GarageImage_Wellington_Mk_III.jpg
Wellington Mk X,Britain,II,3.3,410,35.0,5.3,530,315,https://wiki.warthunder.com/images/thumb/2/29/GarageImage_Wellington_Mk_X.jpg/800px-GarageImage_Wellington_Mk_X.jpg
Whirlwind Mk I,Britain,III,3.7,580,23.0,15.0,676,465,https://wiki.warthunder.com/images/thumb/d/d6/GarageImage_Whirlwind_Mk_I.jpg/800px-GarageImage_Whirlwind_Mk_I.jpg
Whirlwind P.9,Britain,III,3.7,580,23.0,15.0,676,465,https://wiki.warthunder.com/images/thumb/7/77/GarageImage_Whirlwind_P.9.jpg/800px-GarageImage_Whirlwind_P.9.jpg
▄Wirraway,Britain,I,1.3,338,36.5,6.5,437,381,https://wiki.warthunder.com/images/thumb/9/9f/GarageImage_Wirraway_%28Great_Britain%29.jpg/800px-GarageImage_Wirraway_%28Great_Britain%29.jpg
Wyvern S4,Britain,IV,4.3,650,32.0,23.0,844,566,https://wiki.warthunder.com/images/thumb/2/25/GarageImage_Wyvern_S4.jpg/800px-GarageImage_Wyvern_S4.jpg
A5M4,Japan,I,1.3,447,12.3,12.8,558,398,https://wiki.warthunder.com/images/thumb/1/10/GarageImage_A5M4.jpg/800px-GarageImage_A5M4.jpg
A6M2,Japan,II,3.7,510,17.0,13.3,660,484,https://wiki.warthunder.com/images/thumb/5/57/GarageImage_A6M2.jpg/800px-GarageImage_A6M2.jpg
A6M2 mod. 11,Japan,II,3.7,510,17.0,13.3,660,484,https://wiki.warthunder.com/images/thumb/5/50/GarageImage_A6M2_mod._11.jpg/800px-GarageImage_A6M2_mod._11.jpg
A6M2-N,Japan,II,2.3,432,20.0,12.3,650,498,https://wiki.warthunder.com/images/thumb/8/88/GarageImage_A6M2-N.jpg/800px-GarageImage_A6M2-N.jpg
A6M3,Japan,III,4.0,556,16.0,13.8,630,397,https://wiki.warthunder.com/images/thumb/4/41/GarageImage_A6M3.jpg/800px-GarageImage_A6M3.jpg
A6M3 mod. 22,Japan,III,4.3,542,15.5,13.8,660,397,https://wiki.warthunder.com/images/thumb/4/4e/GarageImage_A6M3_mod._22.jpg/800px-GarageImage_A6M3_mod._22.jpg
A6M3 mod. 22Ko,Japan,III,5.0,542,15.5,13.8,660,397,https://wiki.warthunder.com/images/thumb/b/b9/GarageImage_A6M3_mod._22Ko.jpg/800px-GarageImage_A6M3_mod._22Ko.jpg
A6M5,Japan,III,5.0,565,16.0,15.6,703,397,https://wiki.warthunder.com/images/thumb/d/d2/GarageImage_A6M5.jpg/800px-GarageImage_A6M5.jpg
A6M5 Hei,Japan,IV,5.0,540,20.0,11.1,740,397,https://wiki.warthunder.com/images/thumb/8/89/GarageImage_A6M5_Hei.jpg/800px-GarageImage_A6M5_Hei.jpg
A6M5 Ko,Japan,IV,5.0,540,16.0,16.9,740,397,https://wiki.warthunder.com/images/thumb/a/ad/GarageImage_A6M5_Ko.jpg/800px-GarageImage_A6M5_Ko.jpg
A6M5 otsu,Japan,IV,5.3,540,16.0,16.9,740,397,https://wiki.warthunder.com/images/thumb/c/cf/GarageImage_A6M5_otsu.jpg/800px-GarageImage_A6M5_otsu.jpg
A6M6c,Japan,IV,5.0,543,20.0,10.7,740,398,https://wiki.warthunder.com/images/thumb/3/30/GarageImage_A6M6c.jpg/800px-GarageImage_A6M6c.jpg
A7He1,Japan,II,2.0,502,19.0,13.8,730,498,https://wiki.warthunder.com/images/thumb/3/31/GarageImage_A7He1.jpg/800px-GarageImage_A7He1.jpg
A7M1 (NK9H),Japan,IV,5.0,617,15.0,16.9,826,484,https://wiki.warthunder.com/images/thumb/2/20/GarageImage_A7M1_%28NK9H%29.jpg/800px-GarageImage_A7M1_%28NK9H%29.jpg
A7M2,Japan,IV,5.3,630,19.0,18.5,826,484,https://wiki.warthunder.com/images/thumb/b/bf/GarageImage_A7M2.jpg/800px-GarageImage_A7M2.jpg
Aichi E13A1,Japan,I,1.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/d/d4/GarageImage_Aichi_E13A1.jpg/800px-GarageImage_Aichi_E13A1.jpg
▅B-17E,Japan,IV,4.7,510,36.0,7.2,516,383,https://wiki.warthunder.com/images/thumb/f/fb/GarageImage_B-17E_%28Japan%29.jpg/800px-GarageImage_B-17E_%28Japan%29.jpg
B5N2,Japan,I,1.3,378,19.4,6.5,555,404,https://wiki.warthunder.com/images/thumb/c/cb/GarageImage_B5N2.jpg/800px-GarageImage_B5N2.jpg
B6N1 Model 11,Japan,I,1.7,464,21.0,11.1,650,368,https://wiki.warthunder.com/images/thumb/d/db/GarageImage_B6N1_Model_11.jpg/800px-GarageImage_B6N1_Model_11.jpg
B6N2 Model 12,Japan,II,2.3,481,21.0,11.5,650,368,https://wiki.warthunder.com/images/thumb/9/93/GarageImage_B6N2_Model_12.jpg/800px-GarageImage_B6N2_Model_12.jpg
B6N2a Model 12Ko,Japan,II,2.3,481,21.0,11.5,650,368,https://wiki.warthunder.com/images/thumb/3/33/GarageImage_B6N2a_Model_12Ko.jpg/800px-GarageImage_B6N2a_Model_12Ko.jpg
B7A2,Japan,III,3.7,565,28.0,10.4,680,457,https://wiki.warthunder.com/images/thumb/3/38/GarageImage_B7A2.jpg/800px-GarageImage_B7A2.jpg
B7A2 (Homare 23),Japan,III,3.7,586,20.0,14.9,680,457,https://wiki.warthunder.com/images/thumb/e/e9/GarageImage_B7A2_%28Homare_23%29.jpg/800px-GarageImage_B7A2_%28Homare_23%29.jpg
▅Bf 109 E-7,Japan,II,3.0,570,20.0,17.8,790,487,https://wiki.warthunder.com/images/thumb/6/68/GarageImage_Bf_109_E-7_%28Japan%29.jpg/800px-GarageImage_Bf_109_E-7_%28Japan%29.jpg
D3A1,Japan,I,1.3,430,29.2,8.6,600,458,https://wiki.warthunder.com/images/thumb/c/ce/GarageImage_D3A1.jpg/800px-GarageImage_D3A1.jpg
D4Y1,Japan,II,2.0,552,23.0,9.3,750,457,https://wiki.warthunder.com/images/thumb/3/34/GarageImage_D4Y1.jpg/800px-GarageImage_D4Y1.jpg
D4Y2,Japan,II,2.3,580,23.0,10.9,750,457,https://wiki.warthunder.com/images/thumb/2/23/GarageImage_D4Y2.jpg/800px-GarageImage_D4Y2.jpg
D4Y3 Ko,Japan,II,3.0,574,22.0,10.4,750,457,https://wiki.warthunder.com/images/thumb/b/b6/GarageImage_D4Y3_Ko.jpg/800px-GarageImage_D4Y3_Ko.jpg
